Media Pembawa,OPTK,Negara Asal
"batang (stems), daun (leaves)","Sesamia calamistis Hampson, 1910; (Syn. Sesamia mediastriga, Sesamia vuteria); (Lepidoptera: Noctuidae); African pink stem borer, African pink borer of sugarcane, Mauritius pink borer of sugarcane, pink stalk borer of sugarcane, southern pink borer of sugarcane","""Africa: Angola, Benin, Burkina Faso, Burundi, Cameroon,"" Comoros, DR Congo, Congo, Eritrea, Ethiopia, Gambia, Ghana, Ivory Coast, Kenya, Madagascar, Malawi, Mali, Mauritius, Mozambique, Niger, Nigeria, Rwanda, Reunion, Senegal, Sierra Leone, South Africa, Sudan, Tanzania, Togo, Uganda, Zambia, Zimbabwe"
"bibit tanaman (seedlings), batang (trunks, shoots, branches), kayu ""(woods), kulit kayu (bark), buah (fruits)""","Xyleborinus saxesenii (Ratzeburg); (Syn. Botrichus saxesenii Ratzeburg, Tomicus decolor ""Boieldieu, Tomicus dohrni Wollaston, Xyleborinus librocedri Swaine, Xyleborinus tsugae Sawine, Xyleborus aesculi Ferrari,"" Xyleborus angustatus ""Eichhoff, Xyleborus arbuti Hopkins, Xyleborus floridensis Hopkins, Xyleborus frigidus Blackburn, Xyleborus paraguayensis Schedl, Xyleborus pecanus Hopkins, Xyleborus peregrinus Eggers, Xyleborus pseudoangustatus Schedl, Xyleborus pseudogracilis schedl, Xyleborus quercus Hopkins, Xyleborus retrusus Schedl, Xyleborus saxesenii (Ratzeburg), Xyleborus sobrinus Eichnoff, Xyleborus subdepressus Rey, Xyleborus subspinosus Eggers) (Coleoptera: Scolytidae); fruit tree pinhole borer, ambrosia beetle""","""Africa: Algeria, Cameroon, Egypt, Morocco, South Africa, Tunisia America: Argentina, Bermuda, Brazil, Canada, Chile, Ecuador, Mexico, Paraguay, USA Asia: Armenia, Azerbaijan, China, DPR Korea (North Korea), India, Iran, Israel, Japan,"" ""Mongolia, Philippines, Republic of Korea (South Korea), Syria, Taiwan, Tajikistan, Turkey, Vietnam Europe: Albania, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Denmark, France, Germany, Greece, Hungary, Italy, Luxemburg, Montenegro, Netherlands, North Macedonia, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom Oceania: Australia, New Zealand, Papua Nugini"""
"daun (leaves), buah (fruit), okulasi (grafting), bagian tanaman di atas tanah","Aculus schlechtendali (Nalepa, 1890); ""(Syn. Aculus malivagrans (Keifer), Phyllocoptes schlechtendali Nalepa, Vasates malivagrans Keifer, Vasates schlechtendali (Nalepa)); (Acari: Eriophyidae); apple rust mite, apple bud mite, apple leaf mite, rusty leaf mite"" ","Africa: Egypt America: Brazil, Canada, Chile, ""USA, Asia: China, Japan, Lebanon, Pakistan, Republic of Korea (South Korea), Turkey Europe: Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Denmark, Finland, France, Germany, Greece, Hungary, Italy, Lithuania, Montenegro, Netherlands, North Macedonia, Norway, Poland, Portugal,"" ""Russia,  Serbia, Slovenia, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, New Zealand"" "
"daun (leaves), kulit kayu (bark), cabang (branches), ranting (twigs), bagian tanaman di atas tanah","Bryobia rubrioculus (Scheuten, 1857); ""(Syn. Bryobia arborea Morgan & Anderson, Bryobia redicorzevi, Bryobia redikorzevi Rekk); (Acari: Tetranychidae); brown apple mite, brown mite,bryobia mite, pear bryobia"" ","""Africa: Mozambique, South Africa, Zimbabwe America: Argentina, Brazil, Canada, Chile, Mexico, USA, Uruguay Asia: Afghanistan, Azerbaijan, China, Georgia, India, Iran, Iraq, Japan, Kazakhstan, Kyrgyzstan, Lebanon, Syria, Turkey, Uzbekistan Europe: Austria, Belgium, Bulgaria, France, Germany, Greece, Hungary, Italy, Latvia, Lithuania, Moldova, Netherlands, Poland, Portugal, Romania, Russia,  Serbia, Spain, Switzerland, United Kingdom, Ukraine Oceania: Australia, New"" Zealand "
"daun (leaves), bagian tanaman di atas tanah","Eotetranychus willamettei (McGregor, 1917); (Syn. Tetranychus willamettei, Tetranychus willametti McGregor); (Acari: Tetranychidae); willamette mite",America: USA Asia: Iran
"daun (leaves), bagian tanaman di atas tanah","Panonychus ulmi (Koch, 1836); (Syn. Metatetranychus mali, M. pilosus (Canestrini & Fanzago), M. ulmi Koch, Oligonychus ulmi, Paratetranychus pilosus (Canestrini & Fanzago), Paratetranychus pilosus occidentalis, Paratetranychus ulmi, Tetranychus pilosus Canestrini et Fanzago, Tetranychus ulmi, Tetranychus mytilaspidis Ewing); (Acari: Tetranychidae); european red spider mite","""Africa: Algeria, Egypt, Libya, Morocco, South Africa, Tunisia America: Argentina, Bermuda, Brazil, Canada, Chile, Costa Rica, USA, Uruguay, Venezuela Asia:  Afghanistan, Armenia, Azerbaijan, China, Georgia, India, Iran, Israel, Japan, Kyrgyzstan, Lebanon, Republic of Korea (South Korea), Syria, Taiwan, Turkey, Europe: Albania, Austria, Belarus, Belgium, Bulgaria, Croatia, Czechia, Bosnia and Herzegovina, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Moldova, Montenegro, North Macedonia, Netherlands, Norway, Poland, Portugal, Romania, Russia,"" Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, New Zealand "
bagian tanaman di atas tanah,"Tetranychus schoenei McGregor, 1941; ""(Syn. Septanychus schoenei McGregor); (Acari: Tetranychidae); schoene mite"" ",America: USA Asia: Iran
media tanam (growing media associated with plants) tumbuhan dan/atau bagian- bagiannya (plant and part of plant),"Helix aspersa Muller; (Syn. Cornu aspersum, Cantareus asperses, Cryptomphalus aspersus); Helicidae; brown garden snail, common snail, garden snail","""Africa: Algeria, Canary Island, Egypt, Gambia, Lesotho, Libya, Mauritius, Morocco, Portugal, Reunion, Saint Helena, Seychelles, South Africa, Tunisia, Zimbabwe America: Argentina, Brazil,"" ""Canada, Chile, Colombia, Ecuador, French Guiana, Guyana, Guadeloupe, Haiti, Martinique, Mexico, Peru, USA, Uruguay, Venezuela Asia: China, Israel, Lebanon, Philippines, Saudi Arabia, Syria, Turkey, Thailand, Uzbekistan Europe: Albania, Andorra, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Denmark, Estonia, France, Germany, Greece, Gibraltar, Hungary, Ireland, Italy, Liechtenstein, Luxembourg, Malta, Moldova, Montenegro, Netherlands, North Macedonia, Norway, Poland, Portugal, Russia, Romania, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Fiji, French Polynesia, New Caledonia, Australia, New"" ""Zealand, Norfolk Island, Pitcairn Island, Samoa"" "
"mengkontaminasi biji, bibit, media tanam ""(contaminated true seeds (inc. grain), seedlings, growing media associated with plants)"" ","Alopecurus myosuroides Huds. (1762); ""(Syn.  Alopecurus agrestis L. (1762), Alopecurus coerulescens Stedu. & Hochst. ex Stedu. (1840), Alopecurus myosuroides var. versicolor (Biasol.) Roshev. (1927), Alopecurus"" ""purpurascens Link (1844), Tozzettia agrestis (L.) Bubani (1901)); Poaceae; black-grass, black twitch, large foxtail, mousetail grass, slender meadow foxtail, slender foxtail, twitch grass"" ","""Africa: Algeria, Egypt, Ivory Coast, Libya, Morocco, North Africa, Réunion, Senegal, Tunisia America: Argentina, Brazil, Bolivia, Canada, Chile, Greenland, Mexico, Peru, USA, Uruguay Asia: Afghanistan, Armenia,"" ""Azerbaijan, China, Georgia, India, Iran, Iraq, Israel, Japan, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Pakistan, Palestine, Republic of Korea (South Korea), Saudi Arabia, Syria, Taiwan, Tajikistan, Turkey, Turkmenistan, Uzbekistan Europe: Albania, Austria, Belgium, Bulgaria, Croatia, Czechia, Czechoslovakia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Lithuania, Liechtenstein, Luxembourg, Montenegro, Netherlands, North Macedonia, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom, Ukraine Oceania: Australia, New Zealand"" "
"akar (roots), polong dalam tanah (pods in the ground), media tanam yang melekat pada tanaman (growing media associated with plants), stolon (stolons), tanah (soil), umbi (bulbs, tubers, corms, rhizomes) sebagai vektor (as a vector): Grup Nepovirus ","""Longidorus elongatus (de Man, 1876) Micoletzky, 1922; (Syn. Dorylaimus elongates de Man, 1876, Dorylaimus tenuis von Linstow, 1879, Longidorus menthasolanus Konicek & Jensen, 1961, Longidorus monohystera Altherr, 1953, Trichodorus elongatus (de Man, 1876) Filipjev, 1921); Longidoridae; needle nematode, tomato"" black ring eelworm ","""Africa: South Africa America: Canada, USA Asia: Georgia, India, Kazakhstan, Pakistan, Tajikistan, Turkey, Uzbekistan, Vietnam Europe: Austria, Belgium, Bulgaria, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Moldova, Netherlands, Norway, Poland, Portugal, Romania, Russia, Slovakia, Spain, Sweden,"" ""Switzerland, Ukraine, United Kingdom Oceania: New Zealand"" "
"akar (roots), bibit (seedlings/ ""micropropagated plants), kormus (corms), media tanam yang melekat pada tanaman (growing media associated with plants), stek berakar (cuttings with root), tanah (soil), umbi (bulbs, tubers, rhizomes)"" sebagai vektor (as a vector): Tobravirus ","Paratrichodorus porosus (Allen, 1957) Siddiqi, 1974; ""(Syn. Trichodorus porosus (Allen, 1957) Siddiqi, 1980, Paratrichodorus (Atlantadorus) porosus (Allen, 1957) Siddiqi, 1974, Trichodorus bucrius Lordello & Zamith, 1958, Trichodorus porosus Allen, 1957); Trichodoridae; stubby-root nematode"" ","Africa: South Africa America: Brazil, Chile, Costa Rica, USA Asia: China, India, Iran, Japan, Republic of Korea (South Korea), Sri Lanka, Uzbekistan, Vietnam Europe: Italy, Portugal, Russia Oceania: Australia, Papua Nugini"
"""akar (roots), batang (stems (above ground), shoot, trunks, branches), bibit (seedlings, micropropagated plants), kulit kayu (bark), media tanam yang melekat pada tanaman (growing media associated with plants), polong dalam tanah (pods in the ground),  stolon"" (stolons), stek berakar (cuttings with root), tanah (soil), umbi (bulbs, tubers, corms, rhizomes) ","Pratylenchus vulnus Allen & Jensen, 1951; Pratylenchidae; walnut root lesion nematode; root lesion nematode; meadow nematode","""Africa: Cameroon, Egypt, Kenya, Morocco, R?union, South Africa, Tunisia America: Argentina, Brazil, Cuba, Canada, USA, Uruguay Asia: Armenia, Azerbaijan, China, Georgia, India, Iran, Israel, Japan, DPR Korea (North Korea), Kyrgyzstan, Kazakhstan, Pakistan, Philippines, Republic of Korea (South Korea), Sri Lanka, Tajikistan, Turkmenistan, Turkey, Uzbekistan"" ""Europe: Belarus, Belgium, Bulgaria, Denmark, Estonia, Finland, France, Germany, Greece, Italy, Latvia, Lithuania, Moldova, Netherlands, Norway, Poland, Russia, Spain, Slovenia, Ukraine, Union of Soviet Socialist Republics, United Kingdom Oceania: Australia, New Zealand"" "
"akar (roots), bibit ""(seedlings, micropropagated plants), media tanam yang melekat pada tanaman (growing media associated with plants), stek berakar (cuttings with root), stolon (stolons), tanah (soil), umbi (bulbs, tubers, corms, rhizomes)"" sebagai vektor (as a vector): Grup Nepovirus ","Xiphinema diversicaudatum ""(Micoletzky, 1927) Thorne, 1939; (Syn. Dorylaimus (Longidorus) diversicaudatus Micoletzky, 1927, Dorylaimus (Longidorus) elongatus apud Micoletzky, 1923, Longidorus diversicaudatus (Micoletzky, 1927) Thorne & Swanger, 1936, Xiphinema (Diversiphinema)"" 1927) Cohn & Sher, 1972, Xiphinema amarantum Macara, 1970, Xiphinema basiri apud Javed, 1983, Xiphinema israeliae apud Cohn, 1969, Cohn & Mordechai, 1969, diversicaudatum (Micoletzky, Xiphinema paraelongatum ""Altherr, 1958, Xiphinema sahelense apud Riffle, 1968, 1970, Xiphinema seredouense apud Luc, 1958); Xiphinematidae; dagger nematode"" ","Africa: Algeria, Morocco, South Africa America: USA Asia: Turkey Europe: Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Denmark, Federal Republic of Yugoslavia, France, Germany, Ireland, Italy, North Macedonia, Montenegro, Moldova, Netherlands, Norway, Poland, Portugal, Russia, Serbia, Slovenia, Slovakia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: New Zealand"
"akar (roots), bibit (seedlings, micropropagated plants), media tanam yang melekat pada tanaman (growing media associated with plants), stek berakar, stolon, tanah (soil), umbi  sebagai vektor (as a vector): Grup Nepovirus","Xiphinema index Thorne & Allen, 1950; (Syn. Diversiphinema index Thorne & Allen (Cohn & Sher, 1972); Xiphinematidae; dagger nematode, fan-leaf virus nematode","Africa: Algeria, Canary Islands, South Africa, Tunisia America: Argentina, Brazil, Chile, Peru, USA Asia: Armenia, Azerbaijan, Georgia, India, Iran, Iraq, Israel, Lebanon, Pakistan, Tajikistan, Turkey, Turkmenistan, Uzbekistan Europe: Albania, Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Czechia, Federal Republic of Yugoslavia, France, Germany, Greece, Hungary, Italy, North Macedonia, Malta, Moldova, Montenegro, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Switzerland, Ukraine Oceania: Australia, New Zealand"
"mengkontaminasi biji, bibit, media tanam ""(contaminated true seeds (inc. grain), seedlings, growing media associated with plants)"" ","Alopecurus myosuroides Huds. (1762); ""(Syn.  Alopecurus agrestis L. (1762), Alopecurus coerulescens Stedu. & Hochst. ex Stedu. (1840), Alopecurus myosuroides var. versicolor (Biasol.) Roshev. (1927), Alopecurus"" ""purpurascens Link (1844), Tozzettia agrestis (L.) Bubani (1901)); Poaceae; black-grass, black twitch, large foxtail, mousetail grass, slender meadow foxtail, slender foxtail, twitch grass"" ","""Africa: Algeria, Egypt, Ivory Coast, Libya, Morocco, North Africa, Réunion, Senegal, Tunisia America: Argentina, Brazil, Bolivia, Canada, Chile, Greenland, Mexico, Peru, USA, Uruguay Asia: Afghanistan, Armenia,"" ""Azerbaijan, China, Georgia, India, Iran, Iraq, Israel, Japan, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Pakistan, Palestine, Republic of Korea (South Korea), Saudi Arabia, Syria, Taiwan, Tajikistan, Turkey, Turkmenistan, Uzbekistan Europe: Albania, Austria, Belgium, Bulgaria, Croatia, Czechia, Czechoslovakia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Lithuania, Liechtenstein, Luxembourg, Montenegro, Netherlands, North Macedonia, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom, Ukraine Oceania: Australia, New Zealand"" "
"mengkontaminasi biji, bibit, media tanam (contaminated true ""seeds (inc. grain), seedlings, growing media associated with plants)"" ","Cirsium arvense (L.) Scop. (1772); ""(Syn. Aplotaxis circioides DC., Aplotaxis pungens DC., Breea arvensis (L.) Less., Breea dioica (Cass.) Less., Breea ochrolepidea (Juz.) Soják, Breea praealta (Cass.) Less., Carduus arvensis (L.) Hill, Carduus arvensis (L.) Robson, Carduus arvensis var. arvensis, Carduus haemorrhoidalis DC., Carduus serratuloides Neck., Cephalonoplos arvense var. alpestre Kitam., Cephalonoplos arvensis (L.) Fourr., Cephalonoplos arvensis var. arvensis, Cephalonoplos ochrolepidium (Juz.) Juz., Cirsium albicans Wilk., Cirsium arvense f. albiforum (E.L. Rand & Redfield) R. Hoffm., Cirsium arvense f. arvense, Cirsium arvense f."" ""incanum (beck) Gajic, Cirsium arvense f. rubricaule Lepage, Cirsium arvense subsp. arvense, Cirsium arvense subsp. horridum Wimm. & Grab., Cirsium arvense subsp. vestitum (Wimm. & Grab.) Petr., Cirsium arvense subsp. vestitum (Wimm. & Grab.) Petr. Ex Arènes, 1954, Cirsium arvense subsp. vestitum Wimm. & Grab., Cirsium arvense var. argentatum (Vest.) Fioni, Cirsium arvense var. argenteum Bréb., 1869, Cirsium arvense var. argenteum Treuinf., 1875, Cirsium arvense var. decurrens Wallr., 1840, Cirsium arvense var. discolor Neilr., 1850, Cirsium arvense var. horridum Wimm. &"" ""Grab., Cirsium arvense var. incanum Beck, Cirsium arvense var. malhoi Giraudias, 1890, Cirsium arvense var. spinosissimum Neilr., 1859, Cirsium arvense var. subalatum (Ledeb.) Ledeb., Cirsium arvense var. tomentosum Becker, 1828, Cirsium bebearnense Gand., 1884, Cirsium dioicum Cass., Cirsium halophilum Turcz., Cirsium halophium Turcz. ex Herder, Cirsium horridum (Wimm. & Grab.) Stakov, Cirsium incanum Bieb., Cirsium lanatum Spreng., Cirsium setosum (Willd.) Bieb., Cirsium ochrolepidium Juz., Cirsium praealtum Cass., Cirsium rubricaule Novopokr., Cirsium ruthenicum Fisch., Cirsium serratuloides Neck.,"" ""Cirsium setosum f. albiflorum Kitag., Cirsium setosum var. setosum, Cirsium setosum var. subalatum Ledeb., Cirsium sordidum Wallr., Cirsium stocksii Boiss., Cirsium × celakovskianum Knaf, Cirsium × rakosdense Simonk., 1904, Cnicus arvensis (L.) G.Gaertn. et al., 1801, Cnicus arvensis (L.) Hoffm., Cnicus arvensis (L.) Roth, Cnicus arvensis f. albiflorus E.L.Rand & Redfield, Cnicus arvensis f. arvensis, Cnicus arvensis subsp. microstylon (Rchb.) Arcang., 1882, Cnicus arvensis var. arvensis, Cnicus candicans Wall., Cnicus macrostylus Moretti, Cnicus ruthenicus Henning, Cynara repens Stokes, Ixine"" ""arvensis (L.) Hill, Saussurea pungens (DC.) Sch.Bip., Serratula arvensis L., Serratula campestris Schweigg., Serratula campestris Schweigg. ex DC., Serratula complanata Schweigg., Serratula lanata Poir., Serratula spinosa Gilib., Cnicus arvensis Hoffm.); Asteraceae; California thistle, Canada thistle, creeping thistle, field thistle"" ","""Africa: Algeria, Angola, Eswatini, Réunion, South Africa, Sudan,"" ""Tunisia, Zimbabwe America: Alaska, Argentina, Brazil, Canada, Chile, Falkland Islands, Hawaii, Jamaica, Mexico, Panama, Paraguay, Uruguay, USA Antarctica: French Southern Territories Asia: Afghanistan, Armenia, Azerbaijan,  Bangladesh, Bhutan, China, DPR Korea (North Korea), Georgia, India, Iran, Japan, Kazakhstan, Kyrgyzstan, Lebanon, Mongolia, Nepal, Pakistan, Republic of Korea (South Korea), Tajikistan, Turkey, Turkmenistan, Uzbekistan Europe: Albania, Andorra, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Czechia, Czechoslovakia, Denmark, Estonia, Finland,"" ""France, Germany, Greece, Hungary, Iceland, Ireland, Isle of Man,  Italy, Jersey, Latvia, Liechtenstein, Lithuania, Luxemburg, Republic of Moldova, North Macedonia, Montenegro, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Serbia and Montenegro, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom, Yugoslavia Oceania: Australia, New Zealand"" "
"mengkontaminasi biji, ""bibit, media tanam (contaminated true seeds (inc. grain), seedlings, growing"" media associated with plants), buah (fruit, inc. pods), daun (leaves), batang (stem (above ground)/ shoots/ trunkc/ branches) ","""Rumex hypogaeus T.M. Schust. & Reveal; (Syn. Emex australis Steinh., Emex centropodium Meisner, Vibro australis (Steinh.)"" Greene); Polygonaceae; ""spiny emex, doublegee, three-cornered jack, bindii, bull head, cape spinach, Cathead, cat's head, Devil's- thorn, Emex, giant bull head, goat head, prickly jack, southern three corner jack, tanner's curse"" ","""Africa: Ascension, Bostwana, Kenya, Lesotho, Madagascar, Malawi, Mauritius, Mozambique, Namibia, R?union, Saint Helena, South Africa, Tanzania, Zambia,"" ""Zimbabwe America: Hawaii, Trinidad and Tobago, USA Asia: India, Japan, Pakistan, Taiwan, Yemen Europe: Belgium, Netherlands, United Kingdom Oceania: Australia, New Caledonia, New Zealand"" "
"""akar (roots), batang (stems), media tanam"" (growing media ""associated with plants), tanaman (whole plant)"" ","[s]: Biscogniauxia nummularia (Bull.) Kuntze, 1891 (Syn. Hypoxylon nummularium Bull. (1790), Nummularia ""nummularia (Bull.) J. Schröt. (1897); Numulariola nummularia (Bull.) House (1925), Sphaeria nummularia DC. (1805), Sphaeria anthracina J.C. Schmidt (1817), Nummularia anthracina (J.C. Schmidt) Traverso (1906), Nummularia bulliardii Tul. & C. Tul. [as 'bulliardi'] (1863), Biscogniauxia bulliardii (Tul. & C. Tul.) Kuntze (1891), Kommamyce bulliardii (Tul. & C. Tul.) Nieuwl. [as 'Bulliardi'] (1916); Nummularia anthracina var. tiliicola Rehm [as 'tiliaecola'] (1909), Nummularia bulliardii var. tiliicola (Rehm)"" ""Sacc. [as 'tiliaecola'] (1913), Nummularia bulliardii var. minor Rehm (1912), Hypoxylon nummularium var. macrosporum J.C. Gilman & L.H. Tiffany (1952) [a]: Lojkania decorticata (Berl. & Voglino) M.E. Barr, 1984 (Syn. Sphaeria trivialis Berk. & Broome (1852), Didymosphaeria trivialis (Berk. & Broome) Sacc. (1882), Microthelia trivialis (Berk. & Broome) Kuntze (1898); Sphaeria decorticata Cooke & Harkn. (1884), Amphisphaeria decorticata Berl. & Voglino (1886) Fungi, Ascomycota, Pezizomycotina, Sordariomycetes, Xylariomycetidae, Xylariales, Xylariaceae; tea wood rot, tea root rot, rot root, tarry root rot, beech tarcrust, charcoal canker"" ","Africa: Kenya, Mauritius, Nigeria, South Africa ""America: USA Asia: Hong Kong, India, Japan, Pakistan Europe: Austria, Czechia, France, Germany, Italy, Latvia, Portugal, Romania, Slovakia, United Kingdom Oceania: Australia"" "
"batang (stems), buah (fruits), daun (leaves)","""[s]: Botryosphaeria dothidea ( Moug.) Ces. & De Not., Comm. Soc. Crittog (1863); (Syn: Sphaeria dothidea Moug. (1823); Caumadothis dothidea (Moug.) Petr., (1971); Xyloma rosae Schleich. (1815); Dothidea rosae (Schleich. ex DC.) (1849); Botryosphaeria dothidea var. pluriguttata Brunaud, Bul l. 1893); Dothiorella mali var. fructans Dearn. (1941) [a]: -"" Fungi, Ascomycota, Pezizomycotina, Dothideomycetes, Botryosphaeriales, Botryosphaeriaceae; ""canker of almond bark gummosis of peach, bot rot of apple, cane canker of blackberry, gummosis disease of blueberry, ripe rot of kiwi fruit, white rot of apple"" ","""Africa: Algeria, Ethiopia, Malawi, Namibia, Republic of Sierra Leone, South Africa, Tunisia, Zambia, Zimbabwe America: Argentina, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Guatemala, Mexico, Panama, Paraguay, USA, Uruguay, Venezuela Asia: China, Hong Kong, India, Iran, Japan, Pakistan, Philippines, Republic of Korea (South Korea), Syria, Taiwan, Turkey Europe: Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, France, Germany, Greece, Hungary, Italy, Lithuania, Montenegro, Poland, Portugal, Serbia,"" ""Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: American Samoa, Australia, New Caledonia, New Zealand"" "
"akar (roots), batang (stems)","""[s]: Fomitopsis pinicola (Sw.) P. Karst. 1881; (Syn. Antrodia serpens var. tuber P. Karst., 1889, Antrodia tuber (P. Karst) P. Karst., 1898, Boletus fulvus Schaeff., 1774, Boletus marginatus Pers., 1794, Boletus pinicola Sw., 1810, Boletus semiovatus Schaeff., 1774, Coriolus helveolus (Rostk.) Quél., 1890, Favolus pinihalepensis Pat., 1897, Fomes albus (Lázaro Ibiza) Sacc. & Trotter, 1925, Fomes cinnamomeus (Trog) Fr., 1849, Fomes lychneus Lázaro Ibiza, 1916, Fomes marginatus (Pers.) Fr., 1849, Fomes marginatus f. marginatus (Pers.) Fr., 1849, Fomes marginatus f. paludosus f. paludosus"" ""Murashk. Ex Pilát, 1936, Fomes pini-halepensis Pat. 1897, Fomes pinicola (Sw.) Fr., 1849, Fomes pinicola var. marginatus (Pers.) Overh., 1953, Fomes pinicola var. pinicola (Sw.) Fr., 1849, Fomes subungulatus Murrill, 1908, Fomes thomsonii (Berk.) Cooke, 1885, Fomitopsis marginata (Pers.) P. Karst., 1881, Fomitopsis pinicola f. effusa (Bourdot & Galzin) Doma?ski, Orlo? & Skirg., 1967, Fomitopsis pinicola f. paludosa (Murash. ek Pilát) Doma?ski, Orlo? & Skirg., 1967, Fomitopsis pinicola f. pinicola (Sw.) P. Karst., 1881, Fomitopsis subungulata (Murrill) Imazeki, 1943, Friesia rubra Lázaro Ibiza, 1916, Ganoderma rubrum (Lázaro Ibiza) Sacc. & Trotter, 1925, Ischnoderma helveolum (Rostk.) P. Karst., 1879, Mensularia"" ""alba Lázaro Ibiza, 1916, Mensularia marginata (Pers.) Lázaro Ibiza, 1916, Piptoporus helveolus (Rostk.) P. Karst., 1882, Placodes helveolus (Rostk.) Quél., 1886, Placodes marginatus (Pers.) Quél., 1886, Placodes pinicola (Sw.) Pat., 1887, Polyporus cinnamomeus sensu Trog, 1832, Polyporus helveolus Rostk., 1838, Polyporus marginatus (Pers.) Fr. 1821, Polyporus parvulus (Lázaro Ibiza) Sacc. & Trotter, 1925, Polyporus pinicola (Sw.) Fr., 1821, Polyporus pinicola var. pinicola (Sw.) Fr., 1821, Polyporus ponderosus H. Schrenk, 1903, Polyporus semiovatus (Schaeff.) Britzelm., 1887, Polyporus thomsonii Berk., 1854, Pseudofomes pinicola (Sw.) Lázaro Ibiza, 1916, Scindalma cinnamomeum (Trog) Kuntze, 1898, Scindalma marginatum"" ""(Pers.) Kuntze, 1898, Scindalma semiovatum (Schaeff.) Kuntze, 1898, Scindalma thomsonii (Berk.) Kuntze, 1898, Trametes marginata (Pers.) P. Karst., 1882, Trametes pinicola (Sw.) P. Karst., 1882, Ungularia parvula Lázaro Ibiza, 1916, Ungulina marginata (Pers.) Pat., 1900, Ungulina marginata f. effusa Bourdot & Galzin, 1925, Ungulina marginata f. marginata (Pers.) Pat., 1900, Ungulina marginata f. paludosa Pilát, 1936, Ungulina marginata f. przibramensis Pilát, 1929, Ungulina marginata f. resupinata Bourdot & Galzin, 1925, Ungulina pinicola (Sw.) Singer, 1929); [a]: - Fungi, Basidiomycota, Agaricomycetes, Polyporales, Fomitopsidaceae; brown crumbly rot, brown cubical heart rot of fir, brown"" rot of conifers, pinicola conk, red belt fungus, root rot conifers ","Africa: Egypt, Morocco America: Brazil, Canada, Guatemala, Mexico, USA Asia: Armenia, Azerbaijan, China, India, Iran, Israel, Japan, Kazakhstan, Nepal, Pakistan, Philippines, Taiwan, Thailand, Turkey, Uzbekistan Europe: Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Czechia, Denmark, Estonia, Federal Republic of Yugoslavia, Finland, France, Germany, Greece, Hungary, Italy, Latvia, Lithuania, Netherlands, Norway, Poland, Romania, Russia, Serbia, Slovakia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, Federated States of Micronesia"
